Id,SalePrice
1461,123765.02090880192
1462,138179.34892743116
1463,177383.69429335315
1464,206087.97178355043
1465,183988.92776915297
1466,174140.62687409105
1467,181615.69154248637
1468,172608.7611480708
1469,196429.18422309138
1470,113839.17894001925
1471,185977.6261187024
1472,112594.20024114894
1473,105804.74845907219
1474,152665.59222919535
1475,125968.80142423137
1476,322329.775880643
1477,228479.69710838894
1478,299442.7635574768
1479,286824.3945023363
1480,425744.2563143971
1481,314211.8549714655
1482,223842.38580877858
1483,169547.19951738248
1484,179981.84758664106
1485,204791.84969925677
1486,206460.18999837464
1487,290003.1634191522
1488,240779.53113013206
1489,178611.42538783673
1490,217719.85687036725
1491,197255.98298460298
1492,99288.64583251506
1493,195708.7136083498
1494,265442.12115640735
1495,269349.8983913164
1496,216454.94948730417
1497,162962.60443889254
1498,165948.74354606235
1499,161313.47543217713
1500,150141.58491553614
1501,158252.8535986563
1502,156450.40317730655
1503,265377.86456742353
1504,247136.34089307085
1505,227730.04932611922
1506,185451.9982064778
1507,246544.79505163734
1508,194948.00908135282
1509,160452.80417656162
1510,130119.82853856738
1511,133756.55268945344
1512,154690.05487492916
1513,145993.96585179574
1514,142092.99433806035
1515,189765.89933420348
1516,153486.65703970485
1517,178196.88166660853
1518,131246.86716792377
1519,213630.30877836968
1520,121079.35519884816
1521,120376.39465887233
1522,168222.27019706747
1523,102728.93416025463
1524,118758.66333289882
1525,114489.44566716386
1526,102202.72428569873
1527,103055.26532393713
1528,150727.18654203904
1529,130770.98851196995
1530,196895.07460648735
1531,121935.77653577439
1532,101792.48857693594
1533,141762.49790992873
1534,134076.44141832375
1535,164132.9090664855
1536,108928.6785311361
1537,80163.73383621461
1538,160875.7830397578
1539,181645.05859622394
1540,99286.08788870634
1541,139445.22141518747
1542,140758.84365288363
1543,194204.76479652929
1544,91673.05337915014
1545,120965.31518218847
1546,135241.24468211867
1547,127311.02418405685
1548,133799.27813503405
1549,119227.498468279
1550,128028.47968392231
1551,124342.19971873511
1552,127211.15586147524
1553,130020.8922866509
1554,127926.12979515285
1555,156242.70924432634
1556,93504.09405260689
1557,82955.69467141904
1558,107361.75248890447
1559,82299.35665575252
1560,123044.10517767168
1561,114728.27059790079
1562,137593.55833139914
1563,120632.84951581052
1564,154008.119109399
1565,144583.89750082305
1566,225685.33808193947
1567,83954.25440982074
1568,210137.9010766692
1569,125789.18328247199
1570,157630.8298219563
1571,130425.64736454324
1572,141372.66389541083
1573,235573.08637281944
1574,121298.14716371664
1575,214641.03833518582
1576,243342.02957601883
1577,199041.907896749
1578,129864.73050409196
1579,141608.3072018488
1580,213009.92008944147
1581,155845.79431810163
1582,131619.53045070774
1583,298402.49042428186
1584,225678.05214535727
1585,147577.50934550253
1586,85730.3267634726
1587,112567.2852334519
1588,142765.89472384934
1589,104106.93377506579
1590,146916.2399781331
1591,90123.44274831095
1592,129106.7372995293
1593,129358.73641023744
1594,125730.0195568784
1595,103045.43438949811
1596,202310.82174534517
1597,175727.56845864985
1598,200172.72035568536
1599,192106.72779473106
1600,192566.77952389495
1601,73089.00748695705
1602,121910.09389260656
1603,90258.06918775992
1604,246866.82352943855
1605,258927.47966561484
1606,166598.3819498139
1607,177037.47739267902
1608,224693.29081610235
1609,181040.84230164948
1610,150224.5383080463
1611,146050.23652683682
1612,168814.61810021618
1613,174476.61548464603
1614,131286.74671114655
1615,99573.30974005396
1616,82778.27033168136
1617,100294.48930719994
1618,137095.19566725983
1619,139850.83118928873
1620,162570.74316065045
1621,140839.6027749168
1622,140491.55147810205
1623,257123.31402509837
1624,202607.83050845328
1625,120330.8687029835
1626,168277.49583446316
1627,192023.46488117843
1628,305903.22617683024
1629,200270.03107606436
1630,308890.82894993207
1631,203554.4875537157
1632,210600.01903336743
1633,194118.71668446553
1634,192175.53293283583
1635,182623.14494024785
1636,163457.82927871798
1637,182769.81658358808
1638,203725.3012468723
1639,185097.08355169688
1640,265434.35349796846
1641,192550.25475079613
1642,242518.45644576088
1643,226296.52395133808
1644,252010.1470874809
1645,195225.63218486152
1646,165073.95527681045
1647,170400.89720797338
1648,125828.54334495914
1649,138122.38430151698
1650,117296.55624485399
1651,131491.52593175723
1652,113958.95112008334
1653,115271.55231454666
1654,154027.1224526959
1655,145954.03915173217
1656,148983.15421343618
1657,155330.92880249955
1658,150671.9343917557
1659,136015.6895730789
1660,157146.78836035548
1661,381319.12796030124
1662,359458.76968742814
1663,342292.5220184841
1664,443315.19361095503
1665,285558.36087116314
1666,300269.363826977
1667,343224.9747201002
1668,321062.7095389635
1669,291239.4886417924
1670,315556.01985844714
1671,247099.73536277734
1672,377178.61870097753
1673,284606.00405461306
1674,244498.692843256
1675,189136.46321011122
1676,188530.5143594037
1677,205729.3359358004
1678,435418.705758185
1679,328695.7680077405
1680,280053.6006696458
1681,229165.14580914774
1682,293251.92866495735
1683,181158.02837108224
1684,198537.75958605792
1685,185801.36006596638
1686,195245.78578868357
1687,186814.9147775855
1688,202606.42238732337
1689,206061.7069678102
1690,214756.3861033308
1691,200608.4237513971
1692,271110.0224767964
1693,188446.75397391184
1694,188873.80740072235
1695,180159.01191779124
1696,259322.36217921987
1697,184512.60792218157
1698,329731.01301286096
1699,286269.7436502999
1700,234688.66990244936
1701,265508.5190551437
1702,241848.43880965008
1703,251562.37690346572
1704,284966.622115003
1705,257501.2207182576
1706,389800.10180231975
1707,191764.9980056703
1708,195898.6996814369
1709,282162.91716882697
1710,247288.5181242778
1711,271335.42974763375
1712,255929.81750898494
1713,257092.0024799099
1714,212248.28116666715
1715,201527.66004504106
1716,185908.75867049082
1717,191371.47450308895
1718,138409.77648379665
1719,205740.67961903338
1720,240363.07369332947
1721,177143.23872297208
1722,129670.655099524
1723,161171.7820080693
1724,198468.21081266613
1725,236212.3035858969
1726,188568.8175662812
1727,143023.12306116906
1728,175378.977974117
1729,160157.92451358278
1730,170384.6593842235
1731,116260.57575595028
1732,128174.39848233758
1733,114888.22548665028
1734,118583.66717677611
1735,139570.69020624208
1736,115927.81542959817
1737,297734.43225118204
1738,244865.06573449326
1739,259312.50202775095
1740,189209.25460264817
1741,182415.53326998267
1742,155590.4415500441
1743,172732.2203078538
1744,291465.49467697326
1745,192037.62357937166
1746,220269.64787873102
1747,223437.41341788534
1748,223133.26417458046
1749,150627.7944193175
1750,141520.43471432626
1751,258770.23847539193
1752,118701.20117960237
1753,139424.78507988024
1754,214129.4935100114
1755,163842.7325792909
1756,117418.02100680264
1757,120447.41611687574
1758,135820.18705743115
1759,161299.33659880186
1760,163444.05968966294
1761,143326.8844571716
1762,170505.66014590394
1763,166570.54919395476
1764,111742.91760792454
1765,156040.40015367503
1766,172478.4452238027
1767,216977.63887900324
1768,130819.38603161713
1769,173097.01653816053
1770,152295.3779770946
1771,119294.41938996475
1772,127201.80455674001
1773,120161.88330696337
1774,136646.45680108748
1775,137390.4650467628
1776,121750.30439070857
1777,104370.45100046166
1778,140066.57203446995
1779,112282.45101671838
1780,192150.57288736667
1781,122178.69819423287
1782,87583.43987715706
1783,138983.15514949654
1784,100387.49724782868
1785,109180.2391772188
1786,131757.27995316856
1787,155721.97267523242
1788,63084.1745668184
1789,99855.05998998323
1790,74975.68743572873
1791,197621.88832671064
1792,153357.5275981073
1793,137600.34833539237
